id,x,y,estimation,variance
375,187422.790326,5033261.418214,3.1004023857178487,5.464892590558375
376,187422.790326,5032761.418214,3.1004023857178487,5.464892590558375
377,187422.790326,5032261.418214,3.1004023857178487,5.464892590558375
378,187422.790326,5031761.418214,3.1004023857178487,5.464892590558375
379,187422.790326,5031261.418214,3.1004023857178487,5.464892590558375
380,187422.790326,5030761.418214,3.1004023857178487,5.464892590558375
381,187422.790326,5030261.418214,3.1004023857178487,5.464892590558375
382,187422.790326,5029761.418214,3.1002140750979397,5.46437033752358
383,187422.790326,5029261.418214,3.0971525396001125,5.455404353336271
384,187422.790326,5028761.418214,3.0909150157964724,5.434241086961186
385,187422.790326,5028261.418214,3.082257086452509,5.3985417134913956
386,187422.790326,5027761.418214,3.072135287265035,5.347456301269513
387,187422.790326,5027261.418214,3.0622266952711388,5.287684306356967
388,187422.790326,5026761.418214,3.0573247421826766,5.254542920461317
389,187422.790326,5026261.418214,3.0628205443495546,5.291538696414787
390,187422.790326,5025761.418214,3.072835923291656,5.351317145137459
391,187422.790326,5025261.418214,3.082897613170923,5.4014354095738835
392,187422.790326,5024761.418214,3.0914197036188695,5.436094612018469
393,187422.790326,5024261.418214,3.0974713573482124,5.456368367150644
394,187422.790326,5023761.418214,3.1002874666301756,5.464574293485038
395,187422.790326,5023261.418214,3.1004023857178487,5.464892590558375
396,187422.790326,5022761.418214,3.1004023857178487,5.464892590558375
397,187922.790326,5038761.418214,3.1004023857178487,5.464892590558375
398,187922.790326,5038261.418214,3.1004023857178487,5.464892590558375
399,187922.790326,5037761.418214,3.1004023857178487,5.464892590558375
400,187922.790326,5037261.418214,3.1004023857178487,5.464892590558375
401,187922.790326,5036761.418214,3.1004023857178487,5.464892590558375
402,187922.790326,5036261.418214,3.1004023857178487,5.464892590558375
403,187922.790326,5035761.418214,3.1004023857178487,5.464892590558375
404,187922.790326,5035261.418214,3.1004023857178487,5.464892590558375
405,187922.790326,5034761.418214,3.1004023857178487,5.464892590558375
406,187922.790326,5034261.418214,3.1004023857178487,5.464892590558375
407,187922.790326,5033761.418214,3.1004023857178487,5.464892590558375
408,187922.790326,5033261.418214,3.1004023857178487,5.464892590558375
409,187922.790326,5032761.418214,3.1004023857178487,5.464892590558375
410,187922.790326,5032261.418214,3.1004023857178487,5.464892590558375
411,187922.790326,5031761.418214,3.1004023857178487,5.464892590558375
412,187922.790326,5031261.418214,3.1004023857178487,5.464892590558375
413,187922.790326,5030761.418214,3.1004023857178487,5.464892590558375
414,187922.790326,5030261.418214,3.1004023857178487,5.464892590558375
415,187922.790326,5029761.418214,3.1000865461440807,5.464014672634137
416,187922.790326,5029261.418214,3.096614624157015,5.453717132531385
417,187922.790326,5028761.418214,3.0898419481248363,5.430216841844571
418,187922.790326,5028261.418214,3.0804333536766126,5.390081606563154
419,187922.790326,5027761.418214,3.0690540417396592,5.3299039531587855
420,187922.790326,5027261.418214,3.05637146668171,5.247823409957996
421,187922.790326,5026761.418214,3.044177819017404,5.153986621169096
422,187922.790326,5026261.418214,3.057251568674962,5.254030298037557
423,187922.790326,5025761.418214,3.069867625329906,5.3346292908662045
424,187922.790326,5025261.418214,3.0811352932330296,5.393376564073233
425,187922.790326,5024761.418214,3.0903874836514884,5.432276878700705
426,187922.790326,5024261.418214,3.0969590407060066,5.454791638580062
427,187922.790326,5023761.418214,3.1001851398833797,5.464289780569519
428,187922.790326,5023261.418214,3.1004023857178487,5.464892590558375
429,187922.790326,5022761.418214,3.1004023857178487,5.464892590558375
430,188422.790326,5038761.418214,3.1004023857178487,5.464892590558375
431,188422.790326,5038261.418214,3.1004023857178487,5.464892590558375
432,188422.790326,5037761.418214,3.1004023857178487,5.464892590558375
433,188422.790326,5037261.418214,3.1004023857178487,5.464892590558375
434,188422.790326,5036761.418214,3.1004023857178487,5.464892590558375
435,188422.790326,5036261.418214,3.1004023857178487,5.464892590558375
436,188422.790326,5035761.418214,3.1004023857178487,5.464892590558375
437,188422.790326,5035261.418214,3.1004023857178487,5.464892590558375
